apontamento_id,projeto_id,analista_id,data,horas,atividade
APT009251,PRJ0133,ANL018,2026-06-02,85.0,Documentação
APT002348,PRJ0029,ANL013,2025-09-17,6.0,Testes
APT009348,PRJ0134,ANL009,2026-01-14,8.0,Coleta
APT009618,PRJ0139,ANL023,2024-11-21,7.0,Modelagem
APT001671,PRJ0021,ANL002,2025-10-22,6.0,Documentação
APT002787,PRJ0034,ANL006,2024-02-23,2.0,Apresentação
APT005441,PRJ0077,ANL014,2024-11-18,7.0,Apresentação
APT007456,PRJ0106,ANL015,2026-05-11,8.0,Coleta
APT006298,PRJ0086,ANL015,2026-05-18,2.0,Modelagem
APT005018,PRJ0068,ANL017,2025-03-14,5.0,Dashboard
APT002287,PRJ0029,ANL001,2025-10-13,2.0,Modelagem
APT001782,PRJ0023,ANL005,2026-01-29,6.0,Coleta
APT005816,PRJ0081,ANL017,2026-04-20,8.0,Modelagem
APT004248,PRJ0055,ANL008,2024-08-28,2.0,Coleta
APT007105,PRJ0101,ANL018,2026-04-20,4.5,Coleta
APT003797,PRJ0048,ANL005,2024-12-26,35.0,Apresentação
APT006795,PRJ0096,ANL015,2026-05-18,3.0,Etl
APT003230,PRJ0041,ANL011,2025-06-06,8.0,Modelagem
APT005093,PRJ0070,ANL022,2025-04-28,35.0,Coleta
APT008130,PRJ0118,ANL002,2025-12-19,3.0,Coleta
APT003411,PRJ0042,ANL007,2025-07-14,4.0,Etl
APT007254,PRJ0103,ANL011,2025-03-11,5.0,Documentação
APT002116,PRJ0026,ANL021,2025-09-02,7.0,Etl
APT001310,PRJ0014,ANL008,2024-09-03,6.0,Testes
APT000693,PRJ0008,ANL023,2026-02-03,4.0,Testes
APT009751,PRJ0140,ANL024,2026-07-01,2.5,Reunião Com Cliente
APT001648,PRJ0021,ANL002,2025-11-17,4.0,Modelagem
APT004957,PRJ0066,ANL021,2024-12-10,8.0,Reunião Com Cliente
APT003416,PRJ0042,ANL001,2025-12-05,3.0,Apresentação
APT004184,PRJ0055,ANL020,2024-07-29,4.0,Testes
APT002902,PRJ0036,ANL007,2026-04-29,6.0,Apresentação
APT009258,PRJ0133,ANL006,2026-05-04,4.0,Coleta
APT008808,PRJ0124,ANL004,2024-10-07,8.0,Modelagem
APT005912,PRJ0081,ANL023,2026-04-07,5.0,Dashboard
APT007689,PRJ0109,ANL013,2026-03-30,8.0,Testes
APT007297,PRJ0104,ANL012,2024-05-17,2.0,Testes
APT002706,PRJ0034,ANL024,2024-01-26,6.0,Coleta
APT006239,PRJ0084,ANL023,2025-09-08,65.0,Etl
APT006531,PRJ0091,ANL015,2025-12-26,8.0,Testes
APT006583,PRJ0093,ANL002,2024-09-23,2.0,Documentação
APT004998,PRJ0067,ANL007,2024-03-06,4.0,Documentação
APT006701,PRJ0094,ANL022,2025-09-26,6.0,Etl
APT008785,PRJ0124,ANL022,2024-10-21,8.0,Apresentação
APT007609,PRJ0107,ANL011,2025-04-14,5.5,Testes
APT004290,PRJ0056,ANL015,2025-04-21,4.0,Modelagem
APT003876,PRJ0049,ANL018,2026-02-16,7.0,Apresentação
APT006519,PRJ0090,ANL017,2024-10-25,5.0,Reunião Com Cliente
APT008645,PRJ0122,ANL003,2025-09-17,65.0,Coleta
APT004829,PRJ0064,ANL020,2026-03-12,2.0,Dashboard
APT006387,PRJ0089,ANL016,2024-08-27,2.0,Documentação
APT006672,PRJ0093,ANL014,2024-09-09,8.0,Documentação
APT000922,PRJ0012,ANL011,2026-05-26,7.0,Testes
APT004952,PRJ0066,ANL021,2024-10-21,5.0,Modelagem
APT002932,PRJ0036,ANL019,2026-04-22,35.0,Coleta
APT000563,PRJ0007,ANL016,2024-11-28,7.0,Apresentação
APT006781,PRJ0096,ANL021,2026-03-23,5.0,Reunião Com Cliente
APT003052,PRJ0039,ANL013,2024-11-14,3.0,Coleta
APT005228,PRJ0071,ANL011,2025-02-03,6.0,Dashboard
APT008127,PRJ0118,ANL014,2025-10-29,75.0,Coleta
APT004009,PRJ0051,ANL023,2024-11-25,6.0,Modelagem
APT001256,PRJ0014,ANL014,2024-10-09,65.0,Apresentação
APT008479,PRJ0120,ANL019,2026-04-24,3.5,Modelagem
APT004450,PRJ0059,ANL002,2025-04-07,6.0,Apresentação
APT005491,PRJ0078,ANL017,2025-09-01,4.5,Testes
APT001817,PRJ0024,ANL017,2025-08-28,8.0,Dashboard
APT009004,PRJ0129,ANL013,2025-12-10,6.0,Dashboard
APT005962,PRJ0081,ANL005,2026-06-03,7.0,Coleta
APT004626,PRJ0063,ANL013,2026-05-18,7.0,Etl
APT007434,PRJ0106,ANL021,2026-11-05,3.0,Coleta
APT007749,PRJ0109,ANL007,2026-03-16,6.0,Apresentação
APT002565,PRJ0032,ANL006,2026-03-05,6.0,Etl
APT004264,PRJ0056,ANL021,2025-03-25,4.0,Coleta
APT004005,PRJ0051,ANL017,2024-11-11,6.0,Coleta
APT007851,PRJ0112,ANL003,2025-07-07,7.0,Reunião Com Cliente
APT003101,PRJ0039,ANL013,2025-05-02,5.0,Dashboard
APT008775,PRJ0124,ANL004,2024-11-04,25.0,Documentação
APT000431,PRJ0007,ANL004,2024-08-16,8.0,Testes
APT004613,PRJ0062,ANL017,2025-01-21,6.0,Documentação
APT000178,PRJ0004,ANL011,2024-04-24,65.0,Apresentação
APT003974,PRJ0051,ANL011,2024-12-24,35.0,Coleta
APT007671,PRJ0109,ANL013,2026-04-07,3.0,Etl
APT001012,PRJ0012,ANL017,2026-02-16,2.0,Reunião Com Cliente
APT007182,PRJ0103,ANL005,2025-04-15,3.0,Reunião Com Cliente
APT007042,PRJ0101,ANL012,2026-06-26,85.0,Modelagem
APT008567,PRJ0121,ANL003,2026-04-27,55.0,Modelagem
APT009063,PRJ0130,ANL013,2025-04-24,7.0,Etl
APT006399,PRJ0089,ANL010,2024-09-05,5.0,Modelagem
APT007088,PRJ0101,ANL018,2026-05-13,8.0,Etl
APT001845,PRJ0024,ANL017,2025-09-10,4.0,Testes
APT001848,PRJ0024,ANL011,2025-10-10,5.0,Documentação
APT009704,PRJ0140,ANL018,2025-12-15,6.0,Modelagem
APT003904,PRJ0050,ANL014,2025-11-05,7.0,Coleta
APT004885,PRJ0065,ANL010,2026-02-18,2.0,Dashboard
APT004516,PRJ0060,ANL024,2025-05-07,3.0,Etl
APT005493,PRJ0078,ANL017,2025-06-16,4.0,Coleta
APT004013,PRJ0051,ANL005,2024-12-02,4.0,Modelagem
APT003607,PRJ0046,ANL010,2024-01-25,4.0,Etl
APT000380,PRJ0006,ANL002,2025-03-25,2.0,Testes
APT000720,PRJ0009,ANL005,2025-10-27,5.0,Etl
APT006665,PRJ0093,ANL020,2024-09-02,6.0,Etl
APT006366,PRJ0087,ANL024,2025-11-13,5.0,Testes
APT002003,PRJ0026,ANL021,2026-01-22,25.0,Testes
APT004712,PRJ0063,ANL007,2026-06-16,2.0,Modelagem
APT005902,PRJ0081,ANL011,2026-04-20,65.0,Dashboard
APT007073,PRJ0101,ANL024,2026-05-27,4.0,Modelagem
APT004291,PRJ0056,ANL009,2025-05-02,4.0,Coleta
APT000804,PRJ0010,ANL019,2024-09-06,5.0,Coleta
APT002719,PRJ0034,ANL018,2024-04-01,5.0,Reunião Com Cliente
APT003664,PRJ0046,ANL022,2024-03-04,7.0,Coleta
APT000598,PRJ0008,ANL005,2026-04-16,3.0,Apresentação
APT001032,PRJ0012,ANL011,2026-03-09,4.0,Testes
APT009445,PRJ0136,ANL007,2026-04-10,3.0,Apresentação
APT000985,PRJ0012,ANL017,2026-02-16,2.0,Documentação
APT008632,PRJ0122,ANL021,2025-12-03,45.0,Testes
APT001545,PRJ0019,ANL010,2025-01-08,6.0,Coleta
APT001805,PRJ0024,ANL011,2025-08-26,6.0,Documentação
APT003697,PRJ0047,ANL012,2024-08-26,3.0,Modelagem
APT001553,PRJ0019,ANL010,2024-12-18,25.0,Modelagem
APT001360,PRJ0015,ANL010,2025-11-10,4.0,Coleta
APT000085,PRJ0003,ANL015,2025-08-19,5.0,Documentação
APT006942,PRJ0099,ANL003,2025-05-21,6.0,Apresentação
APT004822,PRJ0064,ANL008,2026-04-06,7.0,Coleta
APT004157,PRJ0054,ANL010,2025-10-06,6.0,Etl
APT002392,PRJ0029,ANL019,2025-10-29,8.0,Dashboard
APT000110,PRJ0003,ANL003,2025-08-07,4.0,Modelagem
APT005068,PRJ0069,ANL018,2024-04-11,5.0,Modelagem
APT008998,PRJ0129,ANL019,2025-12-11,65.0,Testes
APT002019,PRJ0026,ANL003,2026-01-02,65.0,Documentação
APT006212,PRJ0084,ANL011,2025-09-05,4.0,Testes
APT005104,PRJ0070,ANL004,2025-05-12,6.0,Documentação
APT006998,PRJ0100,ANL010,2026-05-22,4.0,Documentação
APT001761,PRJ0023,ANL011,2026-04-03,4.0,Apresentação
APT007281,PRJ0104,ANL018,2024-06-07,8.0,Dashboard
APT007717,PRJ0109,ANL019,2026-04-07,3.0,Reunião Com Cliente
APT006192,PRJ0083,ANL021,2025-07-25,75.0,Reunião Com Cliente
APT008575,PRJ0121,ANL015,2026-01-05,3.5,Dashboard
APT007127,PRJ0101,ANL006,2026-05-18,55.0,Dashboard
APT000090,PRJ0003,ANL009,2025-07-07,55.0,Apresentação
APT004571,PRJ0062,ANL017,2024-12-27,8.0,Documentação
APT001014,PRJ0012,ANL005,2026-03-16,4.0,Reunião Com Cliente
APT001198,PRJ0014,ANL008,2024-07-10,55.0,Dashboard
APT006572,PRJ0093,ANL002,2024-10-14,7.0,Documentação
APT005022,PRJ0068,ANL017,2025-02-24,8.0,Apresentação
APT001547,PRJ0019,ANL010,2024-12-16,6.0,Reunião Com Cliente
APT009505,PRJ0136,ANL019,2026-01-20,6.5,Modelagem
APT004905,PRJ0065,ANL010,2026-03-18,4.0,Testes
APT003967,PRJ0051,ANL023,2024-12-23,8.5,Documentação
APT002885,PRJ0036,ANL007,2026-04-13,6.0,Coleta
APT005561,PRJ0078,ANL017,2025-09-15,8.0,Reunião Com Cliente
APT007678,PRJ0109,ANL001,2026-04-10,6.0,Modelagem
APT007292,PRJ0104,ANL024,2024-05-21,4.0,Modelagem
APT004136,PRJ0053,ANL002,2026-02-12,8.0,Apresentação
APT006482,PRJ0089,ANL004,2024-05-08,65.0,Modelagem
APT005486,PRJ0078,ANL017,2025-08-04,6.0,Dashboard
APT001696,PRJ0022,ANL021,2026-02-23,5.0,Apresentação
APT000745,PRJ0010,ANL007,2024-07-09,8.0,Documentação
APT002380,PRJ0029,ANL019,2025-08-29,2.0,Documentação
APT004782,PRJ0064,ANL014,2026-03-02,2.0,Dashboard
APT005420,PRJ0077,ANL008,2024-12-02,6.0,Dashboard
APT000842,PRJ0010,ANL001,2024-07-30,2.0,Apresentação
APT002755,PRJ0034,ANL024,2024-02-29,2.0,Documentação
APT003478,PRJ0042,ANL007,2025-04-14,7.0,Etl
APT005884,PRJ0081,ANL023,2026-06-26,45.0,Testes
APT005796,PRJ0081,ANL011,2026-03-30,3.0,Testes
APT001600,PRJ0020,ANL016,2024-03-04,35.0,Reunião Com Cliente
APT004827,PRJ0064,ANL008,2026-03-10,4.0,Dashboard
APT002242,PRJ0028,ANL022,2024-10-28,7.0,Testes
APT005778,PRJ0081,ANL005,2026-06-26,2.0,Reunião Com Cliente
APT001877,PRJ0024,ANL017,2025-10-23,6.0,Reunião Com Cliente
APT001085,PRJ0012,ANL005,2026-03-26,45.0,Etl
APT008265,PRJ0119,ANL024,2024-03-29,6.0,Reunião Com Cliente
APT000427,PRJ0007,ANL010,2025-11-02,8.0,Dashboard
APT007044,PRJ0101,ANL012,2026-05-19,8.0,Documentação
APT003247,PRJ0041,ANL017,2025-04-10,2.5,Reunião Com Cliente
APT008818,PRJ0125,ANL015,2025-04-14,8.0,Reunião Com Cliente
APT004992,PRJ0067,ANL007,2024-06-14,5.0,Reunião Com Cliente
APT002738,PRJ0034,ANL018,2024-02-27,4.0,Documentação
APT008725,PRJ0122,ANL003,2025-08-18,4.0,Etl
APT001427,PRJ0017,ANL022,2025-02-03,45.0,Etl
APT006769,PRJ0095,ANL014,2025-02-13,2.0,Apresentação
APT006271,PRJ0085,ANL012,2025-10-15,7.0,Dashboard
APT002417,PRJ0030,ANL021,2024-10-14,45.0,Coleta
APT004062,PRJ0052,ANL022,2026-04-10,2.0,Reunião Com Cliente
APT002206,PRJ0027,ANL001,2024-10-22,55.0,Reunião Com Cliente
APT006402,PRJ0089,ANL010,2024-07-22,4.0,Etl
APT009746,PRJ0140,ANL006,2025-11-24,5.0,Reunião Com Cliente
APT009423,PRJ0136,ANL001,2026-02-02,8.0,Coleta
APT004966,PRJ0066,ANL003,2024-12-05,45.0,Etl
APT006816,PRJ0096,ANL015,2026-05-21,7.0,Modelagem
APT002133,PRJ0026,ANL015,2025-09-10,55.0,Documentação
APT005601,PRJ0079,ANL018,2025-06-10,7.0,Apresentação
APT009534,PRJ0136,ANL001,2026-05-27,65.0,Etl
APT004344,PRJ0056,ANL021,2025-03-17,35.0,Documentação
APT004899,PRJ0065,ANL022,2026-02-20,3.0,Dashboard
APT000801,PRJ0010,ANL001,2024-07-15,5.0,Modelagem
APT000915,PRJ0012,ANL017,2026-06-03,6.0,Coleta
APT005718,PRJ0080,ANL009,2024-11-22,45.0,Etl
APT000015,PRJ0001,ANL004,2024-04-01,6.0,Reunião Com Cliente
APT001429,PRJ0017,ANL016,2025-03-07,5.0,Modelagem
APT000401,PRJ0006,ANL014,2025-06-18,2.0,Documentação
APT003269,PRJ0042,ANL007,2025-09-25,6.0,Etl
APT006768,PRJ0095,ANL002,2025-03-03,7.0,Modelagem
APT007274,PRJ0103,ANL017,2025-02-10,8.0,Apresentação
APT001981,PRJ0025,ANL016,2025-04-02,7.0,Dashboard
APT005617,PRJ0079,ANL018,2025-07-07,4.5,Etl
APT006033,PRJ0082,ANL022,2025-06-16,65.0,Coleta
APT003389,PRJ0042,ANL013,2025-04-15,85.0,Documentação
APT009106,PRJ0130,ANL019,2025-06-20,65.0,Reunião Com Cliente
APT006722,PRJ0095,ANL014,2025-02-10,7.0,Documentação
APT008943,PRJ0128,ANL017,2026-05-21,6.0,Coleta
APT003289,PRJ0042,ANL013,2025-07-08,6.0,Reunião Com Cliente
APT008713,PRJ0122,ANL003,2025-08-01,5.5,Apresentação
APT005743,PRJ0081,ANL011,2026-06-11,6.0,Apresentação
APT004365,PRJ0057,ANL018,2026-04-20,4.0,Coleta
APT002950,PRJ0036,ANL019,2026-05-19,35.0,Apresentação
APT009380,PRJ0135,ANL020,2024-11-03,6.0,Coleta
APT001180,PRJ0014,ANL002,2024-11-01,7.0,Apresentação
APT001296,PRJ0014,ANL002,2024-09-23,45.0,Coleta
APT006586,PRJ0093,ANL008,2024-10-08,6.0,Testes
APT009488,PRJ0136,ANL007,2026-01-27,65.0,Testes
APT008419,PRJ0120,ANL001,2026-05-04,8.0,Documentação
APT002196,PRJ0027,ANL007,2024-10-14,4.0,Modelagem
APT000685,PRJ0008,ANL023,2026-05-22,4.5,Apresentação
APT000493,PRJ0007,ANL004,2024-11-18,6.0,Reunião Com Cliente
APT007243,PRJ0103,ANL023,2025-03-11,7.5,Apresentação
APT007438,PRJ0106,ANL009,2026-05-12,85.0,Documentação
APT001009,PRJ0012,ANL023,2026-06-08,7.5,Coleta
APT007866,PRJ0113,ANL022,2024-04-22,4.0,Etl
APT002345,PRJ0029,ANL007,2025-02-06,75.0,Testes
APT009499,PRJ0136,ANL019,2026-03-23,6.0,Documentação
APT003391,PRJ0042,ANL019,2025-09-08,2.5,Testes
APT008366,PRJ0120,ANL019,2026-04-13,8.0,Dashboard
APT002136,PRJ0026,ANL021,2025-07-15,6.0,Documentação
APT000954,PRJ0012,ANL011,2026-05-11,6.0,Etl
APT003369,PRJ0042,ANL001,2025-06-04,4.0,Etl
APT008495,PRJ0121,ANL003,2026-06-22,6.0,Dashboard
APT008246,PRJ0119,ANL012,2024-05-20,25.0,Etl
APT001321,PRJ0015,ANL004,2025-12-01,6.0,Coleta
APT002957,PRJ0036,ANL013,2026-05-27,3.0,Modelagem
APT007318,PRJ0104,ANL006,2024-05-24,8.0,Modelagem
APT003093,PRJ0039,ANL019,2025-02-18,55.0,Testes
APT008983,PRJ0129,ANL007,2025-12-15,6.0,Apresentação
APT002397,PRJ0029,ANL019,2025-07-02,6.0,Reunião Com Cliente
APT009002,PRJ0129,ANL007,2025-12-12,5.0,Modelagem
APT000440,PRJ0007,ANL010,2025-02-03,3.0,Etl
APT001020,PRJ0012,ANL011,2026-06-10,4.0,Documentação
APT005028,PRJ0068,ANL023,2025-02-24,5.0,Testes
APT009162,PRJ0131,ANL015,2024-03-07,7.0,Documentação
APT005805,PRJ0081,ANL023,2026-05-11,4.0,Coleta
APT008373,PRJ0120,ANL007,2026-06-11,65.0,Testes
APT003457,PRJ0042,ANL007,2025-04-28,4.0,Modelagem
APT004806,PRJ0064,ANL020,2026-05-25,6.0,Testes
APT007725,PRJ0109,ANL013,2026-06-08,45.0,Coleta
APT002524,PRJ0032,ANL024,2026-05-25,7.0,Coleta
APT008753,PRJ0123,ANL002,2025-06-20,4.0,Dashboard
APT005858,PRJ0081,ANL005,2026-06-01,45.0,Documentação
APT004918,PRJ0066,ANL003,2024-11-05,2.0,Testes
APT006602,PRJ0093,ANL002,2024-09-09,5.0,Apresentação
APT006885,PRJ0098,ANL006,2025-08-15,8.0,Apresentação
APT006682,PRJ0094,ANL022,2025-09-18,75.0,Reunião Com Cliente
APT007149,PRJ0102,ANL001,2025-01-27,4.0,Etl
APT000292,PRJ0005,ANL023,2025-01-20,4.0,Apresentação
APT008530,PRJ0121,ANL015,2026-06-16,35.0,Modelagem
APT003995,PRJ0051,ANL017,2024-11-13,8.0,Dashboard
APT004758,PRJ0064,ANL008,2026-02-24,6.0,Reunião Com Cliente
APT009509,PRJ0136,ANL019,2026-03-17,75.0,Dashboard
APT004530,PRJ0061,ANL018,2025-05-19,6.0,Reunião Com Cliente
APT002938,PRJ0036,ANL007,2026-03-16,55.0,Etl
APT004508,PRJ0060,ANL024,2025-08-05,3.0,Testes
APT008740,PRJ0123,ANL014,2025-06-19,6.0,Apresentação
APT003022,PRJ0037,ANL022,2025-06-03,5.0,Etl
APT003239,PRJ0041,ANL023,2025-06-23,3.0,Reunião Com Cliente
APT000643,PRJ0008,ANL011,2026-05-04,3.5,Etl
APT006165,PRJ0083,ANL003,2025-09-15,7.0,Reunião Com Cliente
APT004041,PRJ0052,ANL022,2026-04-13,7.0,Modelagem
APT008920,PRJ0127,ANL012,2025-09-16,45.0,Dashboard
APT001078,PRJ0012,ANL023,2026-08-06,4.0,Etl
APT007475,PRJ0106,ANL009,2026-04-17,6.0,Modelagem
APT009632,PRJ0139,ANL023,2024-11-10,5.0,Coleta
APT006541,PRJ0091,ANL015,2025-12-29,4.0,Modelagem
APT008062,PRJ0116,ANL001,2025-06-05,6.0,Modelagem
APT007359,PRJ0106,ANL009,2026-06-09,5.0,Etl
APT003099,PRJ0039,ANL001,2025-01-06,75.0,Reunião Com Cliente
APT005775,PRJ0081,ANL011,2026-11-05,25.0,Modelagem
APT003163,PRJ0039,ANL001,2025-01-06,5.0,Etl
APT002540,PRJ0032,ANL024,2026-05-05,4.0,Coleta
APT000835,PRJ0010,ANL019,2024-07-11,4.5,Etl
APT002519,PRJ0032,ANL012,2026-03-02,4.0,Apresentação
APT004033,PRJ0052,ANL010,2026-04-13,8.0,Coleta
APT003948,PRJ0050,ANL020,2025-06-10,6.0,Dashboard
APT007691,PRJ0109,ANL019,2026-03-03,6.0,Coleta
APT007500,PRJ0106,ANL003,2026-06-22,2.0,Dashboard
APT005928,PRJ0081,ANL011,2026-05-27,6.0,Apresentação
APT004277,PRJ0056,ANL021,2025-10-03,6.0,Documentação
APT000590,PRJ0008,ANL011,2026-06-08,6.0,Testes
APT000046,PRJ0001,ANL022,2024-03-25,6.0,Etl
APT007306,PRJ0104,ANL018,2024-04-19,3.0,Testes
APT002020,PRJ0026,ANL009,2025-11-17,2.0,Dashboard
APT007720,PRJ0109,ANL013,2026-04-07,4.0,Documentação
APT000506,PRJ0007,ANL004,2025-02-14,65.0,Dashboard
APT007580,PRJ0106,ANL009,2026-05-25,6.0,Modelagem
APT000926,PRJ0012,ANL011,2026-03-25,85.0,Dashboard
APT008470,PRJ0120,ANL019,2026-05-22,4.0,Reunião Com Cliente
APT003630,PRJ0046,ANL016,2024-03-08,35.0,Coleta
APT000976,PRJ0012,ANL011,2026-06-22,75.0,Reunião Com Cliente
APT001650,PRJ0021,ANL020,2025-11-19,8.0,Apresentação
APT008572,PRJ0121,ANL003,2026-05-21,75.0,Testes
APT009097,PRJ0130,ANL019,2025-06-26,7.0,Documentação
APT008418,PRJ0120,ANL007,2026-05-01,4.0,Apresentação
APT001559,PRJ0019,ANL010,2025-01-13,35.0,Dashboard
APT001311,PRJ0014,ANL008,2024-09-30,3.0,Etl
APT000077,PRJ0003,ANL009,2025-08-09,6.0,Testes
APT009609,PRJ0139,ANL017,2024-11-28,6.0,Coleta
APT007437,PRJ0106,ANL009,2026-05-04,5.0,Dashboard
APT007114,PRJ0101,ANL018,2026-06-15,3.0,Modelagem
APT009407,PRJ0135,ANL020,2024-03-06,8.0,Etl
APT008616,PRJ0122,ANL003,2025-08-18,45.0,Dashboard
APT003727,PRJ0047,ANL024,2024-08-27,6.0,Coleta
APT004316,PRJ0056,ANL003,2025-04-16,7.0,Reunião Com Cliente
APT007650,PRJ0109,ANL013,2026-06-08,7.0,Etl
APT002359,PRJ0029,ANL001,2025-12-06,2.0,Documentação
APT003970,PRJ0051,ANL011,2024-12-23,45.0,Apresentação
APT001357,PRJ0015,ANL016,2025-12-05,6.5,Testes
APT001389,PRJ0016,ANL022,2026-05-15,8.0,Testes
APT000739,PRJ0009,ANL005,2025-11-11,6.0,Reunião Com Cliente
APT003404,PRJ0042,ANL001,2025-05-26,5.0,Dashboard
APT001660,PRJ0021,ANL008,2025-11-20,4.0,Documentação
APT001925,PRJ0025,ANL016,2025-01-24,45.0,Apresentação
APT007918,PRJ0113,ANL004,2024-05-20,3.0,Coleta
APT007794,PRJ0110,ANL002,2025-01-24,4.0,Etl
APT004202,PRJ0055,ANL020,2024-08-16,6.0,Testes
APT007144,PRJ0101,ANL024,2026-06-12,55.0,Reunião Com Cliente
APT006024,PRJ0082,ANL010,2025-03-31,65.0,Apresentação
APT006155,PRJ0083,ANL015,2025-05-19,6.0,Modelagem
APT008054,PRJ0115,ANL005,2024-07-05,4.0,Documentação
APT005237,PRJ0071,ANL023,2025-01-27,7.0,Apresentação
APT002577,PRJ0032,ANL012,2026-05-18,75.0,Testes
APT004864,PRJ0064,ANL014,2026-04-23,4.0,Documentação
APT008272,PRJ0119,ANL018,2024-02-21,75.0,Documentação
APT000016,PRJ0001,ANL004,2024-04-19,7.0,Etl
APT006871,PRJ0098,ANL012,2025-08-07,2.5,Modelagem
APT003722,PRJ0047,ANL006,2024-12-11,65.0,Etl
APT004756,PRJ0064,ANL020,2026-03-04,6.0,Documentação
APT007177,PRJ0102,ANL013,2024-12-30,4.0,Testes
APT008574,PRJ0121,ANL015,2026-06-04,25.0,Apresentação
APT002075,PRJ0026,ANL009,2025-12-23,2.0,Etl
APT000265,PRJ0005,ANL011,2024-12-12,6.5,Etl
APT008877,PRJ0126,ANL005,2026-04-29,8.0,Testes
APT008293,PRJ0120,ANL001,2026-03-24,3.0,Reunião Com Cliente
APT005608,PRJ0079,ANL006,2025-06-09,2.0,Documentação
APT002993,PRJ0037,ANL004,2025-05-12,4.0,Dashboard
APT008989,PRJ0129,ANL001,2025-12-02,8.5,Testes
APT008995,PRJ0129,ANL013,2025-12-23,4.0,Etl
APT002500,PRJ0032,ANL024,2026-02-20,5.0,Reunião Com Cliente
APT005935,PRJ0081,ANL005,2026-04-24,6.0,Modelagem
APT001374,PRJ0016,ANL004,2026-05-25,2.0,Documentação
APT007123,PRJ0101,ANL024,2026-05-01,5.5,Coleta
APT005006,PRJ0067,ANL019,2024-06-03,4.0,Documentação
APT005389,PRJ0076,ANL015,2024-06-04,4.0,Dashboard
APT007216,PRJ0103,ANL017,2025-03-27,6.0,Coleta
APT002093,PRJ0026,ANL021,2025-09-29,7.0,Reunião Com Cliente
APT006844,PRJ0098,ANL012,2025-09-12,8.0,Documentação
APT001365,PRJ0015,ANL004,2025-11-24,3.0,Reunião Com Cliente
APT006303,PRJ0086,ANL021,2026-04-02,2.0,Dashboard
APT007872,PRJ0113,ANL004,2024-05-30,5.0,Apresentação
APT002872,PRJ0036,ANL013,2026-04-28,2.0,Etl
APT007712,PRJ0109,ANL019,2026-05-25,3.0,Coleta
APT005827,PRJ0081,ANL023,2026-04-20,2.5,Dashboard
APT000847,PRJ0010,ANL007,2024-07-16,3.0,Testes
APT006730,PRJ0095,ANL002,2025-03-21,45.0,Coleta
APT001279,PRJ0014,ANL002,2024-10-07,2.0,Modelagem
APT001425,PRJ0017,ANL016,2025-03-04,8.0,Reunião Com Cliente
APT006888,PRJ0098,ANL012,2025-04-09,7.0,Modelagem
APT009547,PRJ0136,ANL007,2026-05-15,4.0,Modelagem
APT007597,PRJ0106,ANL015,2026-04-30,4.0,Apresentação
APT008135,PRJ0118,ANL008,2025-10-16,4.0,Dashboard
APT008165,PRJ0119,ANL018,2024-05-27,55.0,Coleta
APT001084,PRJ0012,ANL005,2026-03-02,8.0,Apresentação
APT003680,PRJ0047,ANL006,2024-10-29,6.0,Modelagem
APT000268,PRJ0005,ANL005,2025-01-27,3.0,Coleta
APT004012,PRJ0051,ANL017,2024-11-12,25.0,Testes
APT004429,PRJ0059,ANL008,2025-04-14,6.0,Testes
APT005168,PRJ0070,ANL022,2025-06-16,7.0,Reunião Com Cliente
APT001939,PRJ0025,ANL010,2025-03-02,8.0,Dashboard
APT004392,PRJ0057,ANL024,2026-04-15,55.0,Dashboard
APT003088,PRJ0039,ANL001,2025-01-21,4.0,Testes
APT005693,PRJ0080,ANL021,2024-10-24,2.0,Etl
APT003333,PRJ0042,ANL013,2025-08-18,5.0,Dashboard
APT008170,PRJ0119,ANL006,2024-03-15,55.0,Reunião Com Cliente
APT006554,PRJ0092,ANL007,2024-08-14,55.0,Testes
APT004322,PRJ0056,ANL009,2025-03-14,5.0,Reunião Com Cliente
APT002725,PRJ0034,ANL006,2024-03-05,4.0,Apresentação
APT008408,PRJ0120,ANL013,2026-06-18,8.0,Dashboard
APT003931,PRJ0050,ANL014,2025-09-15,4.0,Etl
APT004351,PRJ0056,ANL009,2025-04-21,5.0,Dashboard
APT002602,PRJ0033,ANL014,2024-01-26,4.0,Reunião Com Cliente
APT001501,PRJ0017,ANL022,2025-03-17,4.5,Etl
APT006607,PRJ0093,ANL008,2024-10-08,7.0,Dashboard
APT007668,PRJ0109,ANL007,2026-04-13,85.0,Dashboard
APT004080,PRJ0052,ANL016,2026-04-03,45.0,Reunião Com Cliente
APT003574,PRJ0044,ANL017,2025-06-09,75.0,Dashboard
APT006845,PRJ0098,ANL018,2025-08-13,7.0,Coleta
APT002584,PRJ0032,ANL012,2026-05-11,7.0,Etl
APT003789,PRJ0048,ANL011,2024-11-27,7.0,Documentação
APT001994,PRJ0026,ANL009,2025-07-23,6.0,Testes
APT006023,PRJ0082,ANL016,2025-06-09,6.0,Modelagem
APT001306,PRJ0014,ANL008,2024-08-02,4.0,Dashboard
APT008108,PRJ0118,ANL002,2025-12-18,3.0,Coleta
APT006709,PRJ0095,ANL008,2025-01-23,4.5,Etl
APT007772,PRJ0110,ANL020,2025-01-20,4.0,Dashboard
APT003763,PRJ0047,ANL024,2024-10-22,4.0,Dashboard
APT006082,PRJ0083,ANL021,2025-08-11,45.0,Coleta
APT005294,PRJ0073,ANL021,2025-03-04,3.0,Documentação
