apontamento_id,projeto_id,analista_id,data,horas,atividade
APT005611,PRJ0079,ANL024,2025-06-02,3,Dashboard
APT000897,PRJ0011,ANL008,2025-08-13,7,Coleta
APT002068,PRJ0026,ANL009,2025-12-01,6,Testes
APT001754,PRJ0023,ANL023,2026-02-16,5,Dashboard
APT001721,PRJ0022,ANL009,26-mar-2026,8,Testes
APT000591,PRJ0008,ANL005,2026-05-25,4,Testes
APT001752,PRJ0023,ANL011,2026-01-16,3,Modelagem
APT000073,PRJ0003,ANL003,2025-08-11,6,ETL
APT009638,PRJ0139,ANL005,13-dez-2024,4,Apresentação
APT007269,PRJ0103,ANL011,2025-02-07,8,Modelagem
APT007189,PRJ0103,ANL023,04/09/2025,5,Apresentação
APT003987,PRJ0051,ANL011,2024-11-27,7.5,Coleta
APT007045,PRJ0101,ANL024,2026-04-20,"7,5",Apresentação
APT003127,PRJ0039,ANL007,03/02/2025,"4,5",Apresentação
APT003827,PRJ0048,ANL011,26/12/2024,8.5,Reunião com cliente
APT004893,PRJ0065,ANL004,03/10/2026,3,Testes
APT002213,PRJ0027,ANL007,2024-10-15,4.5,Modelagem
APT007230,PRJ0103,ANL011,27-mar-2025,7,Modelagem
APT003785,PRJ0048,ANL011,25/11/2024,2,Testes
APT003205,PRJ0041,ANL023,21-abr-2025,7,ETL
APT001178,PRJ0014,ANL002,2024-08-28,6.5,Dashboard
APT000580,PRJ0008,ANL011,20-abr-2026,5.5,Modelagem
APT005422,PRJ0077,ANL014,2024-11-18,4,Modelagem
APT005915,PRJ0081,ANL011,05/05/2026,8,Dashboard
APT009315,PRJ0133,ANL012,02/06/2026,7.5,Dashboard
APT001254,PRJ0014,ANL008,2024-08-26,7,Coleta
APT007589,PRJ0106,ANL015,2026-04-13,2,Coleta
APT000246,PRJ0005,ANL017,2025-02-17,7,Dashboard
APT009111,PRJ0130,ANL019,2025-05-12,7,Coleta
APT009768,PRJ0140,ANL012,2026-01-13,7.5,Apresentação
APT003266,PRJ0042,ANL019,2025-08-27,6,Reunião com cliente
APT005874,PRJ0081,ANL017,2026-04-10,4,Coleta
APT008442,PRJ0120,ANL013,06/03/2026,6.5,Dashboard
APT005060,PRJ0069,ANL018,30-out-2024,5,Apresentação
APT009444,PRJ0136,ANL013,2026-02-16,4.5,Reunião com cliente
APT001980,PRJ0025,ANL016,06-fev-2025,8,ETL
APT009120,PRJ0130,ANL013,16-abr-2025,6.5,Apresentação
APT008863,PRJ0126,ANL023,2026-03-09,5,Coleta
APT009551,PRJ0136,ANL007,2026-06-01,6,COLETA
APT005584,PRJ0079,ANL006,12/06/2025,4,Dashboard
APT003911,PRJ0050,ANL014,22/09/2025,4.5,Apresentação
APT002271,PRJ0029,ANL007,2025-10-20,6,Coleta
APT005983,PRJ0082,ANL010,15/04/2025,3,Modelagem
APT004820,PRJ0064,ANL002,2026-02-26,6,Modelagem
APT007089,PRJ0101,ANL024,24/04/2026,7,Coleta
APT001053,PRJ0012,ANL017,2026-03-17,5,Coleta
APT002652,PRJ0034,ANL012,21-mai-2024,4,Reunião com cliente
APT002466,PRJ0032,ANL006,2026-06-12,2,Dashboard
APT004902,PRJ0065,ANL016,2026-02-26,2.5,Documentação
APT001706,PRJ0022,ANL021,23/03/2026,6.5,ETL
APT002987,PRJ0037,ANL010,28/04/2025,5,Apresentação
APT007716,PRJ0109,ANL001,2026-03-24,7.5,Apresentação
APT008994,PRJ0129,ANL001,13-jan-2026,4.5,Modelagem
APT009360,PRJ0134,ANL003,2026-01-21,5,Coleta
APT001258,PRJ0014,ANL002,03/10/2024,4,Documentação
APT007785,PRJ0110,ANL002,2025-01-20,4,Reunião com cliente
APT009520,PRJ0136,ANL019,04/06/2026,4,Dashboard
APT009529,PRJ0136,ANL001,2026-04-15,4,Apresentação
APT002310,PRJ0029,ANL007,07/15/2025,3.5,Dashboard
APT003403,PRJ0042,ANL007,2025-09-11,2,Dashboard
APT000154,PRJ0003,ANL021,07/16/2025,5,Testes
APT002427,PRJ0031,ANL021,25/10/2024,5,Testes
APT004560,PRJ0062,ANL011,2024-12-12,3,Apresentação
APT002056,PRJ0026,ANL021,17/12/2025,5.5,Documentação
APT002516,PRJ0032,ANL018,2026-05-12,8,ETL
APT008923,PRJ0127,ANL018,28/10/2025,4,ETL
APT005497,PRJ0078,ANL023,2025-06-23,"6,5",Coleta
APT007390,PRJ0106,ANL003,18/05/2026,6.5,Apresentação
APT008340,PRJ0120,ANL007,2026-04-06,7.5,Reunião com cliente
APT007314,PRJ0104,ANL012,13-mai-2024,6,Reunião com cliente
APT001768,PRJ0023,ANL011,2026-01-12,4,Documentação
APT005595,PRJ0079,ANL006,2025-05-19,4,Modelagem
APT005747,PRJ0081,ANL005,04/09/2026,3,Apresentação
APT004214,PRJ0055,ANL014,07/24/2024,5,Coleta
APT001351,PRJ0015,ANL004,11/18/2025,"6,5",DASHBOARD
APT004092,PRJ0053,ANL014,2026-03-09,7,Testes
APT003311,PRJ0042,ANL013,05/07/2025,2.5,Dashboard
APT001533,PRJ0018,ANL017,09/15/2025,6,ETL
APT008918,PRJ0127,ANL012,12/05/2025,7.5,Reunião com cliente
APT006003,PRJ0082,ANL010,2025-06-09,7,Coleta
APT006789,PRJ0096,ANL009,30-mar-2026,8.5,Testes
APT001840,PRJ0024,ANL005,29-ago-2025,2,Coleta
APT004522,PRJ0061,ANL006,04/28/2025,6,ETL
APT001218,PRJ0014,ANL002,09/18/2024,7.5,Documentação
APT003342,PRJ0042,ANL019,2025-09-29,2,Coleta
APT005645,PRJ0079,ANL024,2025-07-15,6,Apresentação
APT001201,PRJ0014,ANL020,2024-06-17,8,COLETA
APT003141,PRJ0039,ANL001,30/12/2024,8,Testes
APT006340,PRJ0086,ANL015,25/05/2026,7.5,Dashboard
APT004401,PRJ0058,ANL013,12/03/2024,5.5,APRESENTAÇÃO
APT001601,PRJ0020,ANL022,06/03/2024,4,APRESENTAÇÃO
APT008900,PRJ0127,ANL012,2025-09-26,6,ETL
APT007248,PRJ0103,ANL023,2025-03-03,7.5,ETL
APT003038,PRJ0037,ANL016,03/26/2025,4,Coleta
APT004921,PRJ0066,ANL015,12/02/2024,"2,5",Apresentação
APT000114,PRJ0003,ANL003,2025-08-22,5,Testes
APT005118,PRJ0070,ANL016,2025-05-05,3,Documentação
APT005347,PRJ0075,ANL002,05-ago-2025,6,Apresentação
APT007811,PRJ0111,ANL017,20-abr-2026,7,ETL
APT005295,PRJ0073,ANL003,2025-02-17,4,Apresentação
APT004050,PRJ0052,ANL016,2026-04-20,4,ETL
APT008631,PRJ0122,ANL015,09/01/2025,8,Dashboard
APT008440,PRJ0120,ANL013,17/04/2026,2,Coleta
APT009045,PRJ0130,ANL001,2025-06-05,2,Dashboard
APT004772,PRJ0064,ANL014,02/03/2026,4,Testes
APT000406,PRJ0006,ANL014,07/01/2025,6,Reunião com cliente
APT004406,PRJ0058,ANL007,2024-03-12,3,ETL
APT009324,PRJ0134,ANL021,01/08/2026,2,Reunião com cliente
APT009121,PRJ0130,ANL007,06/17/2025,4,Documentação
APT009179,PRJ0131,ANL021,2024-04-05,3,Dashboard
APT002601,PRJ0033,ANL002,2024-02-05,4,APRESENTAÇÃO
APT006724,PRJ0095,ANL002,2025-02-05,2,Apresentação
APT009689,PRJ0140,ANL012,2026-01-15,4,Coleta
APT004752,PRJ0064,ANL008,09-mar-2026,3,Reunião com cliente
APT002887,PRJ0036,ANL019,2026-06-23,3,Documentação
APT002129,PRJ0026,ANL003,2025-10-03,8.5,Reunião com cliente
APT001616,PRJ0020,ANL022,04-mar-2024,3,ETL
APT002063,PRJ0026,ANL015,21/07/2025,4,Testes
APT008967,PRJ0128,ANL011,05/11/2026,6.5,Testes
APT005041,PRJ0069,ANL006,2024-11-04,6,Modelagem
APT005710,PRJ0080,ANL003,28/10/2024,4,Apresentação
APT000397,PRJ0006,ANL002,30/06/2025,6,Modelagem
APT005298,PRJ0073,ANL003,10-mar-2025,3,ETL
APT007339,PRJ0105,ANL008,2025-11-26,"8,5",Modelagem
APT002672,PRJ0034,ANL024,26/03/2024,6,Documentação
APT001705,PRJ0022,ANL015,2026-02-16,8,Dashboard
APT008982,PRJ0129,ANL001,2026-01-12,7,Documentação
APT001456,PRJ0017,ANL010,02/17/2025,5,Coleta
APT003723,PRJ0047,ANL018,07-out-2024,7,Documentação
APT005838,PRJ0081,ANL023,05/21/2026,8,Apresentação
APT007582,PRJ0106,ANL021,2026-06-09,7,Dashboard
APT004326,PRJ0056,ANL003,03/24/2025,7.5,MODELAGEM
APT006099,PRJ0083,ANL021,2025-08-07,8,Modelagem
APT005256,PRJ0071,ANL011,27-jan-2025,4,Modelagem
APT008274,PRJ0119,ANL012,02/08/2024,4,Coleta
APT002667,PRJ0034,ANL012,05/22/2024,2,Testes
APT005349,PRJ0075,ANL008,2025-08-08,2,Modelagem
APT003537,PRJ0043,ANL005,2025-12-02,2,Apresentação
APT001126,PRJ0013,ANL005,16-out-2024,8,DOCUMENTAÇÃO
APT006708,PRJ0095,ANL014,2025-04-16,6,ETL
APT003042,PRJ0037,ANL004,2025-06-19,7,Modelagem
APT003976,PRJ0051,ANL011,11/26/2024,8.5,COLETA
APT007989,PRJ0115,ANL005,2024-05-20,6.5,Reunião com cliente
APT008559,PRJ0121,ANL021,04/06/2026,4,ETL
APT003651,PRJ0046,ANL022,2024-02-19,2,COLETA
APT004938,PRJ0066,ANL015,2024-11-04,4,Testes
APT002357,PRJ0029,ANL007,04/09/2025,6.5,Modelagem
APT000031,PRJ0001,ANL004,2024-04-24,3,Apresentação
APT006285,PRJ0086,ANL003,02-mar-2026,6,Apresentação
APT002053,PRJ0026,ANL009,2025-09-05,"2,5",Reunião com cliente
APT000134,PRJ0003,ANL003,2025-07-28,6,Coleta
APT001695,PRJ0022,ANL003,2026-02-17,3,Apresentação
APT002645,PRJ0034,ANL018,22-mai-2024,2,ETL
APT001002,PRJ0012,ANL011,2026-06-22,4.5,Apresentação
APT009780,PRJ0140,ANL006,2025-09-18,2,ETL
APT008532,PRJ0121,ANL009,26-mar-2026,8,Dashboard
APT006604,PRJ0093,ANL020,2024-10-23,8.5,Dashboard
APT002112,PRJ0026,ANL015,28/08/2025,2,ETL
APT007940,PRJ0114,ANL017,2024-04-29,6,Reunião com cliente
APT002457,PRJ0032,ANL012,05/04/2026,3,Testes
APT001908,PRJ0025,ANL004,2025-03-17,4,Reunião com cliente
APT007955,PRJ0114,ANL017,2024-05-06,3.5,Reunião com cliente
APT003957,PRJ0051,ANL011,2024-12-19,6,Apresentação
APT001839,PRJ0024,ANL011,01/12/2025,7,Modelagem
APT009326,PRJ0134,ANL009,2026-01-26,4.5,TESTES
APT003216,PRJ0041,ANL017,2025-05-15,4,Reunião com cliente
APT009485,PRJ0136,ANL019,05/11/2026,4.5,Documentação
APT008190,PRJ0119,ANL018,05/20/2024,6.5,Modelagem
APT000889,PRJ0011,ANL008,08/27/2025,4,Modelagem
APT004360,PRJ0056,ANL003,20-mar-2025,7,Documentação
APT003268,PRJ0042,ANL001,04-ago-2025,3.5,Reunião com cliente
APT003762,PRJ0047,ANL006,2024-09-02,6,Dashboard
APT001481,PRJ0017,ANL022,2025-01-21,4,Coleta
APT006882,PRJ0098,ANL006,2025-09-22,6,Documentação
APT004066,PRJ0052,ANL022,06-abr-2026,6,Modelagem
APT006177,PRJ0083,ANL003,2025-06-30,3.5,ETL
APT006170,PRJ0083,ANL015,2025-10-29,4.5,Dashboard
APT006566,PRJ0093,ANL020,10/14/2024,5,Dashboard
APT005474,PRJ0078,ANL023,07/30/2025,4.5,Apresentação
APT008950,PRJ0128,ANL023,2026-04-17,2,ETL
APT003018,PRJ0037,ANL022,2025-04-15,4,Modelagem
APT005350,PRJ0075,ANL020,2025-08-04,4,Coleta
APT006707,PRJ0095,ANL002,2025-04-14,2,Reunião com cliente
APT004226,PRJ0055,ANL014,19/06/2024,3,DASHBOARD
APT001061,PRJ0012,ANL017,2026-03-09,4,ETL
APT001253,PRJ0014,ANL008,09/16/2024,5,ETL
APT009221,PRJ0132,ANL016,2024-10-28,2,Testes
APT004498,PRJ0060,ANL006,2025-05-05,8.5,Dashboard
APT006812,PRJ0096,ANL009,2026-04-17,-4.0,ETL
APT006568,PRJ0093,ANL008,2024-11-12,8,Dashboard
APT000274,PRJ0005,ANL023,2024-12-13,4,Testes
APT008515,PRJ0121,ANL009,2026-04-02,4,Coleta
APT007883,PRJ0113,ANL022,2024-04-25,3,Documentação
APT009555,PRJ0137,ANL001,06/23/2025,8.5,Dashboard
APT003738,PRJ0047,ANL006,09/27/2024,6,Coleta
APT005233,PRJ0071,ANL023,2025-01-23,8,Reunião com cliente
APT009501,PRJ0136,ANL013,2026-01-27,7,DOCUMENTAÇÃO
APT003145,PRJ0039,ANL013,2024-11-19,3,Modelagem
APT005878,PRJ0081,ANL005,14/05/2026,7,Coleta
APT004151,PRJ0053,ANL014,03/12/2026,2,APRESENTAÇÃO
APT006145,PRJ0083,ANL021,15-set-2025,5,Coleta
APT000393,PRJ0006,ANL002,2025-03-27,3,Modelagem
APT008219,PRJ0119,ANL024,2024-03-18,4,Testes
APT000267,PRJ0005,ANL011,2024-12-16,4,Testes
APT003972,PRJ0051,ANL005,2024-11-11,7,ETL
APT007736,PRJ0109,ANL007,2026-05-14,5,ETL
APT002410,PRJ0030,ANL009,2024-09-24,4,ETL
APT005735,PRJ0081,ANL023,2026-05-28,7,ETL
APT008636,PRJ0122,ANL015,06/10/2025,3,Coleta
APT004628,PRJ0063,ANL013,2026-06-18,3,Documentação
APT001977,PRJ0025,ANL010,2025-02-24,3,Coleta
APT006595,PRJ0093,ANL020,2024-11-12,6,Dashboard
APT006723,PRJ0095,ANL002,2025-03-14,4,Documentação
APT001261,PRJ0014,ANL008,2024-10-29,4,Documentação
APT004385,PRJ0057,ANL024,2026-02-17,8,Apresentação
APT004172,PRJ0055,ANL014,10/07/2024,4,Dashboard
APT008176,PRJ0119,ANL024,03/26/2024,4,COLETA
APT005551,PRJ0078,ANL005,10/06/2025,7,APRESENTAÇÃO
APT005343,PRJ0074,ANL016,2025-11-03,5.5,Dashboard
APT007403,PRJ0106,ANL021,2026-06-22,2.5,Apresentação
APT001792,PRJ0024,ANL017,08/20/2025,8,Testes
APT002653,PRJ0034,ANL006,04/24/2024,6,Modelagem
APT000599,PRJ0008,ANL017,2026-04-13,6.5,Apresentação
APT007983,PRJ0115,ANL017,2024-07-05,8,Documentação
APT000305,PRJ0006,ANL008,2025-03-24,3,Testes
APT001714,PRJ0022,ANL009,20-mar-2026,2.5,Apresentação
APT008886,PRJ0126,ANL017,2026-05-25,2.5,ETL
APT007311,PRJ0104,ANL018,2024-06-11,4,ETL
APT001121,PRJ0013,ANL017,2024-11-15,7,Modelagem
APT003755,PRJ0047,ANL018,2024-09-03,8,Dashboard
APT008706,PRJ0122,ANL003,01/12/2025,4,Testes
APT009696,PRJ0140,ANL012,2025-10-21,3.5,Dashboard
APT004382,PRJ0057,ANL024,03/10/2026,7,Coleta
APT003884,PRJ0050,ANL002,06-out-2025,5,Testes
APT002629,PRJ0034,ANL006,2024-05-01,4,Reunião com cliente
APT005143,PRJ0070,ANL010,14/03/2025,5,Modelagem
APT000717,PRJ0009,ANL023,2025-10-20,8,Reunião com cliente
APT000429,PRJ0007,ANL004,2024-12-19,8,Documentação
APT001095,PRJ0012,ANL023,2026-06-08,4.5,Coleta
APT005716,PRJ0080,ANL009,2024-10-25,3.5,ETL
APT001101,PRJ0012,ANL023,2026-04-09,2,DOCUMENTAÇÃO
APT005720,PRJ0080,ANL021,2024-10-21,4,Coleta
APT003719,PRJ0047,ANL018,2024-10-11,6,Dashboard
APT006917,PRJ0098,ANL012,2025-10-13,8.5,Reunião com cliente
APT004665,PRJ0063,ANL019,2026-05-12,6.5,Dashboard
APT002970,PRJ0036,ANL013,2026-06-08,7,Dashboard
APT006690,PRJ0094,ANL010,04/09/2025,2.5,Documentação
APT009503,PRJ0136,ANL001,2026-03-09,3,Reunião com cliente
APT002070,PRJ0026,ANL009,31/12/2025,6.5,Testes
APT001762,PRJ0023,ANL005,11/03/2026,5,Apresentação
APT001686,PRJ0022,ANL015,01-abr-2026,5,Dashboard
APT000118,PRJ0003,ANL015,13-ago-2025,4,ETL
APT008217,PRJ0119,ANL018,14-mai-2024,3,Coleta
APT008777,PRJ0124,ANL022,07-out-2024,2,Apresentação
APT003345,PRJ0042,ANL007,01-jul-2025,6.5,Modelagem
APT000168,PRJ0004,ANL023,04/15/2024,4,Testes
APT006394,PRJ0089,ANL004,2024-08-12,5.5,Documentação
APT009496,PRJ0136,ANL019,2026-04-29,6,ETL
APT009295,PRJ0133,ANL018,30-abr-2026,4,Testes
APT003669,PRJ0046,ANL016,2024-02-28,7,Testes
APT005173,PRJ0070,ANL022,07/09/2025,7,Reunião com cliente
APT007617,PRJ0108,ANL020,2024-06-17,8,Apresentação
APT007943,PRJ0114,ANL017,29/04/2024,8,Testes
APT006680,PRJ0094,ANL016,2025-09-25,7,Reunião com cliente
APT004032,PRJ0052,ANL016,03/31/2026,8,Documentação
APT006409,PRJ0089,ANL004,2024-07-15,6,Reunião com cliente
APT002594,PRJ0033,ANL002,2024-02-05,5,Dashboard
APT003996,PRJ0051,ANL005,24-dez-2024,5,Apresentação
APT004480,PRJ0059,ANL002,02/19/2025,6.5,Testes
APT002571,PRJ0032,ANL006,2026-03-17,6,Modelagem
APT006947,PRJ0099,ANL003,2025-05-09,6,Documentação
APT006545,PRJ0091,ANL021,12/29/2025,8.5,Documentação
APT005255,PRJ0071,ANL023,24/02/2025,8.5,ETL
APT004907,PRJ0065,ANL016,03/23/2026,4,Coleta
APT003453,PRJ0042,ANL001,2025-04-25,4.5,Documentação
APT009794,PRJ0140,ANL012,2025-10-27,6,ETL
APT004428,PRJ0059,ANL014,2025-03-13,3.5,ETL
APT008339,PRJ0120,ANL019,2026-04-02,6.5,ETL
APT002171,PRJ0026,ANL021,2025-10-20,2.5,Testes
APT002154,PRJ0026,ANL015,28/07/2025,8,Coleta
APT005703,PRJ0080,ANL009,21/11/2024,6,Testes
APT002062,PRJ0026,ANL021,2025-09-29,5,Apresentação
APT005328,PRJ0073,ANL021,2025-01-22,7.5,Apresentação
APT005906,PRJ0081,ANL005,23/04/2026,6,Testes
APT000917,PRJ0012,ANL005,02/16/2026,3.5,Testes
APT006835,PRJ0097,ANL018,2024-06-24,2,Testes
APT009072,PRJ0130,ANL007,05/27/2025,2,Coleta
APT000257,PRJ0005,ANL011,20/01/2025,7,ETL
APT001130,PRJ0013,ANL023,2024-10-16,5,Apresentação
APT006450,PRJ0089,ANL010,2024-09-02,3.5,Dashboard
APT009775,PRJ0140,ANL006,2026-01-12,"2,5",Coleta
APT001919,PRJ0025,ANL016,2025-03-03,6,ETL
APT007458,PRJ0106,ANL015,2026-04-27,5,Coleta
APT003284,PRJ0042,ANL001,2025-06-25,4.5,Modelagem
APT004878,PRJ0065,ANL022,06-mar-2026,6,Apresentação
APT005280,PRJ0072,ANL024,2025-10-24,5.5,Reunião com cliente
APT002677,PRJ0034,ANL024,2024-02-28,6,Dashboard
APT002910,PRJ0036,ANL001,21/04/2026,8,Dashboard
APT007396,PRJ0106,ANL009,2026-04-20,6,Documentação
APT000198,PRJ0004,ANL017,2024-04-11,7.5,Coleta
APT006532,PRJ0091,ANL015,2025-12-18,3,ETL
APT000767,PRJ0010,ANL001,2024-08-19,7,Dashboard
APT009259,PRJ0133,ANL018,22/05/2026,6,Documentação
APT008587,PRJ0121,ANL021,07/04/2026,2,Testes
APT007692,PRJ0109,ANL007,13-mai-2026,8.5,ETL
APT005315,PRJ0073,ANL015,2025-02-24,5,Apresentação
APT008542,PRJ0121,ANL015,2026-06-01,2,Coleta
APT000346,PRJ0006,ANL002,2025-04-21,5.5,Coleta
APT005327,PRJ0073,ANL021,02/03/2025,8,Apresentação
APT007132,PRJ0101,ANL024,04-mai-2026,8.5,Documentação
APT005850,PRJ0081,ANL011,27/04/2026,2,Coleta
APT000438,PRJ0007,ANL016,2024-10-03,7,Dashboard
APT004193,PRJ0055,ANL020,07/12/2024,3,Documentação
APT003960,PRJ0051,ANL023,19/11/2024,8.5,Coleta
APT007758,PRJ0109,ANL001,2026-06-09,4,Testes
APT003725,PRJ0047,ANL018,2024-12-02,2,Modelagem
APT009346,PRJ0134,ANL015,2026-01-26,4.5,Modelagem
APT006400,PRJ0089,ANL022,2024-09-16,8.5,Testes
APT004994,PRJ0067,ANL019,2024-07-03,4,Dashboard
APT007914,PRJ0113,ANL010,2024-05-13,4,Apresentação
APT002574,PRJ0032,ANL018,16/03/2026,4,ETL
APT005731,PRJ0081,ANL011,20/04/2026,5,Documentação
APT003644,PRJ0046,ANL022,2024-01-17,7.5,Coleta
APT007647,PRJ0109,ANL001,2026-04-13,6,Documentação
APT004946,PRJ0066,ANL021,2024-11-25,6.5,Coleta
APT007766,PRJ0109,ANL001,2026-03-27,2.5,Reunião com cliente
APT004615,PRJ0063,ANL013,2026-05-15,"2,5",Testes
APT008841,PRJ0126,ANL023,03/23/2026,5,Dashboard
APT002248,PRJ0028,ANL004,2024-10-22,4.5,Documentação
APT004815,PRJ0064,ANL014,31-mar-2026,2,ETL
APT002695,PRJ0034,ANL018,03/07/2024,"3,5",ETL
APT006421,PRJ0089,ANL016,2024-07-19,7,Documentação
APT006186,PRJ0083,ANL021,02/07/2025,8,Reunião com cliente
APT005600,PRJ0079,ANL024,06/03/2025,6,Apresentação
APT006984,PRJ0099,ANL021,12/05/2025,5,Coleta
APT000252,PRJ0005,ANL011,01/31/2025,7,Reunião com cliente
APT004730,PRJ0063,ANL007,02/06/2026,8,Modelagem
APT001219,PRJ0014,ANL008,2024-06-18,7,ETL
APT002797,PRJ0035,ANL004,2025-03-13,4,Dashboard
APT007928,PRJ0114,ANL017,2024-05-06,8,Documentação
APT006910,PRJ0098,ANL024,2025-09-02,4,Modelagem
APT000199,PRJ0004,ANL005,2024-03-25,7,Testes
APT001942,PRJ0025,ANL004,2025-03-05,2,Testes
APT009422,PRJ0136,ANL001,05/25/2026,3,Testes
APT009071,PRJ0130,ANL001,27-mai-2025,6,Coleta
APT001900,PRJ0025,ANL022,2025-02-10,3,Apresentação
APT004623,PRJ0063,ANL013,2026-05-22,6,Modelagem
APT000811,PRJ0010,ANL019,22-jul-2024,8,Documentação
APT009476,PRJ0136,ANL007,12/01/2026,6.5,TESTES
APT007567,PRJ0106,ANL009,06/15/2026,6,Apresentação
APT009214,PRJ0132,ANL022,2024-11-07,2.5,Modelagem
APT001472,PRJ0017,ANL004,2025-02-19,6,ETL
APT006206,PRJ0083,ANL003,2025-07-14,4,Testes
APT005922,PRJ0081,ANL011,05/19/2026,4,Coleta
APT004126,PRJ0053,ANL020,2026-03-03,3,DASHBOARD
APT008206,PRJ0119,ANL006,2024-04-23,5.5,Testes
APT008735,PRJ0123,ANL002,27-jun-2025,8,Reunião com cliente
APT006069,PRJ0083,ANL015,11/21/2025,4,Testes
APT002515,PRJ0032,ANL024,2026-02-19,8,Reunião com cliente
APT004133,PRJ0053,ANL020,2026-03-23,2,Coleta
APT004294,PRJ0056,ANL015,2025-03-10,4,Apresentação
APT000260,PRJ0005,ANL011,2024-12-24,8,Apresentação
APT005263,PRJ0072,ANL012,13-out-2025,"6,5",Coleta
APT008006,PRJ0115,ANL005,08/07/2024,5,Coleta
APT008421,PRJ0120,ANL019,03/26/2026,5,Documentação
APT005714,PRJ0080,ANL015,2024-10-18,4,Reunião com cliente
APT007209,PRJ0103,ANL023,10-fev-2025,4,Reunião com cliente
APT001045,PRJ0012,ANL005,2026-04-13,"6,5",Coleta
APT004709,PRJ0063,ANL001,24/06/2026,4.5,Documentação
APT006863,PRJ0098,ANL024,2025-08-21,3,Documentação
APT000059,PRJ0002,ANL019,2024-10-08,2,Dashboard
APT008741,PRJ0123,ANL002,28/07/2025,6.5,Dashboard
APT004723,PRJ0063,ANL019,18/05/2026,6,Reunião com cliente
APT009428,PRJ0136,ANL007,16-fev-2026,7,Modelagem
APT005772,PRJ0081,ANL011,2026-05-04,2,Documentação
APT002396,PRJ0029,ANL013,2025-06-10,4,Dashboard
APT003113,PRJ0039,ANL001,13/02/2025,6,Dashboard
APT007540,PRJ0106,ANL021,2026-05-11,4.5,Documentação
APT005024,PRJ0068,ANL017,26/02/2025,6,ETL
APT009251,PRJ0133,ANL018,2026-06-02,8.5,DOCUMENTAÇÃO
APT002348,PRJ0029,ANL013,2025-09-17,6,Testes
APT009348,PRJ0134,ANL009,2026-01-14,8,Coleta
APT009618,PRJ0139,ANL023,11/21/2024,7,Modelagem
APT001671,PRJ0021,ANL002,22/10/2025,6,Documentação
APT002787,PRJ0034,ANL006,2024-02-23,2,Apresentação
APT005441,PRJ0077,ANL014,2024-11-18,7,Apresentação
APT007456,PRJ0106,ANL015,2026-05-11,8,Coleta
APT006298,PRJ0086,ANL015,18/05/2026,2,Modelagem
APT005018,PRJ0068,ANL017,14-mar-2025,5,Dashboard
APT002287,PRJ0029,ANL001,13/10/2025,2,Modelagem
APT001782,PRJ0023,ANL005,2026-01-29,6,Coleta
APT005816,PRJ0081,ANL017,20-abr-2026,8,Modelagem
APT004248,PRJ0055,ANL008,28-ago-2024,2,Coleta
APT007105,PRJ0101,ANL018,04/20/2026,"4,5",Coleta
APT003797,PRJ0048,ANL005,2024-12-26,3.5,Apresentação
APT006795,PRJ0096,ANL015,18/05/2026,3,ETL
APT003230,PRJ0041,ANL011,2025-06-06,8,Modelagem
APT005093,PRJ0070,ANL022,2025-04-28,3.5,Coleta
APT008130,PRJ0118,ANL002,2025-12-19,3,Coleta
APT003411,PRJ0042,ANL007,2025-07-14,4,ETL
APT007254,PRJ0103,ANL011,2025-03-11,5,Documentação
APT002116,PRJ0026,ANL021,2025-09-02,7,ETL
APT001310,PRJ0014,ANL008,2024-09-03,6,Testes
APT000693,PRJ0008,ANL023,03/02/2026,4,Testes
APT009751,PRJ0140,ANL024,01/07/2026,"2,5",REUNIÃO COM CLIENTE
APT001648,PRJ0021,ANL002,2025-11-17,4,Modelagem
APT004957,PRJ0066,ANL021,2024-12-10,8,Reunião com cliente
APT003416,PRJ0042,ANL001,05/12/2025,3,Apresentação
APT004184,PRJ0055,ANL020,29/07/2024,4,Testes
APT002902,PRJ0036,ANL007,2026-04-29,6,Apresentação
APT009258,PRJ0133,ANL006,2026-05-04,4,Coleta
APT008808,PRJ0124,ANL004,2024-10-07,8,Modelagem
APT005912,PRJ0081,ANL023,2026-04-07,5,Dashboard
APT007689,PRJ0109,ANL013,2026-03-30,8,Testes
APT007297,PRJ0104,ANL012,2024-05-17,2,Testes
APT002706,PRJ0034,ANL024,2024-01-26,6,Coleta
APT006239,PRJ0084,ANL023,2025-09-08,6.5,ETL
APT006531,PRJ0091,ANL015,12/26/2025,8,Testes
APT006583,PRJ0093,ANL002,2024-09-23,2,Documentação
APT004998,PRJ0067,ANL007,06/03/2024,4,Documentação
APT006701,PRJ0094,ANL022,2025-09-26,6,ETL
APT008785,PRJ0124,ANL022,10/21/2024,8,Apresentação
APT007609,PRJ0107,ANL011,04/14/2025,"5,5",Testes
APT004290,PRJ0056,ANL015,21-abr-2025,4,Modelagem
APT003876,PRJ0049,ANL018,16/02/2026,7,APRESENTAÇÃO
APT006519,PRJ0090,ANL017,2024-10-25,5,Reunião com cliente
APT008645,PRJ0122,ANL003,09/17/2025,6.5,Coleta
APT004829,PRJ0064,ANL020,12-mar-2026,2,Dashboard
APT006387,PRJ0089,ANL016,2024-08-27,2,Documentação
APT006672,PRJ0093,ANL014,2024-09-09,8,Documentação
APT000922,PRJ0012,ANL011,26/05/2026,7,Testes
APT004952,PRJ0066,ANL021,2024-10-21,5,Modelagem
